key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
199	c	i	2	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('n04op18-4_03', 0)	('n04op18-4_03', 1)
200	c	III	7	7	1	14.3	0	1	5 1 6 3 6 #4 5	['6 #4']	['viio65/V viio7/V']	[]	[]	['6 #4']	['viio65/V viio7/V']	('n04op18-4_03', 2)	('n04op18-4_03', 8)
201	c	i	8	6	3	50.0	0	3	4 5 6 4 5 1	['4 5', '6 4 5 5']	['iv #viio6/iv', 'iv6 ii%65 V(964) V(64)']	[]	[]	['4 5', '6 4 5 5']	['iv #viio6/iv', 'iv6 ii%65 V(964) V(64)']	('n04op18-4_03', 9)	('n04op18-4_03', 16)
202	c	iv	10	9	1	11.1	1	0	5 4 1 5 1 5 1 5 1	['5 5']	['V V']	['5 5']	['V V']	[]	[]	('n04op18-4_03', 17)	('n04op18-4_03', 26)
203	c	bII	6	6	0	0.0	0	0	1 5 1 5 1 5	[]	[]	[]	[]	[]	[]	('n04op18-4_03', 27)	('n04op18-4_03', 32)
204	c	iv	5	5	4	80.0	3	1	6 5 #4 5 4	['6 5 #4 5']	['VI i64 viio/V V(94)']	['6 5', '#4 5']	['VI i64', 'viio/V V(94)']	['5 #4']	['i64 viio/V']	('n04op18-4_03', 33)	('n04op18-4_03', 37)
205	c	i	22	15	10	66.7	7	3	6 5 #4 5 4 3 1 #7 4 3 #4 5 #4 5 1	['6 5 #4 5 5 4 3', '3 1 #7', '#7 4 3', '3 #4 5 5 #4 5']	['VI i64 viio7/V V(4) V #viio43 i6(6)', 'i6 viio43/V V6(6)', 'V6 #viio43 i6(6)', 'i6 viio7/V V(64) V viio7/V V(64)']	['6 5', '#4 5 5 4 3', '3 1 #7', '#7 4 3', '#4 5 5']	['VI i64', 'viio7/V V(4) V #viio43 i6(6)', 'i6 viio43/V V6(6)', 'V6 #viio43 i6(6)', 'viio7/V V(64) V']	['5 #4 5', '3 #4 5', '5 #4 5']	['i64 viio7/V V(4)', 'i6 viio7/V V(64)', 'V viio7/V V(64)']	('n04op18-4_03', 38)	('n04op18-4_03', 59)
206	c	III	7	7	1	14.3	0	1	5 1 6 3 6 #4 5	['6 #4']	['viio65/V viio7/V']	[]	[]	['6 #4']	['viio65/V viio7/V']	('n04op18-4_03', 60)	('n04op18-4_03', 66)
207	c	iv	6	5	3	60.0	1	2	#7 1 6 #4 5	['#7 #7', '1 6 #4']	['#viio7 V65', 'I VI viio7/V']	['1 6']	['I VI']	['#7 #7', '6 #4']	['#viio7 V65', 'VI viio7/V']	('n04op18-4_03', 67)	('n04op18-4_03', 72)
208	c	i	27	20	9	45.0	3	6	6 #4 5 4 2 3 #6 #7 1 6 #4 5 1 5 #7 1 5 1 5 1	['6 #4 5', '4 2', '3 #6 #7', '1 6 #4 5', '5 #7']	['Ger6 V65/V V', '#viio43 #viio65', 'i6 viio65/V #viio7', 'I Ger6 viio7/V V(64)', 'V V6']	['6', '#4 5', '1 6']	['Ger6', 'V65/V V', 'I Ger6']	['6 #4', '4 2', '3 #6 #7', '6 #4 5', '5 #7']	['Ger6 V65/V', '#viio43 #viio65', 'i6 viio65/V #viio7', 'Ger6 viio7/V V(64)', 'V V6']	('n04op18-4_03', 73)	('n04op18-4_03', 99)
209	c	VI	7	7	2	28.6	1	1	1 5 1 7 5 7 1	['5 1', '5 7']	['I64 I', 'V7 viio']	['5 1']	['I64 I']	['5 7']	['V7 viio']	('n04op18-4_03', 100)	('n04op18-4_03', 106)
210	c	III	19	13	4	30.8	2	2	2 4 7 4 3 4 5 1 5 1 7 5 7	['7 4 3 4 4 5 5', '5 1 7']	['V6 V2 I6 IV ii6 V(64) V7(6)', 'I64 I V65']	['7 4', '5 1 7']	['V6 V2', 'I64 I V65']	['4 3 4 4 5 5']	['V2 I6 IV ii6 V(64) V7(6)']	('n04op18-4_03', 107)	('n04op18-4_03', 125)
211	c	VI	16	11	6	54.5	2	4	4 3 7 4 3 4 5 1 5 #5 6	['4', '7 4 4 3 4 4 5 5', '1 5 #5 #5']	['V2', 'V65 V2(4) V2 I6 IV ii6 V(64) V7(6)', 'I V(64) #viio7(6)/vi #viio7/vi']	['4', '7 4 4']	['V2', 'V65 V2(4) V2']	['4 3 4 4 5 5', '1 5 #5 #5']	['V2 I6 IV ii6 V(64) V7(6)', 'I V(64) #viio7(6)/vi #viio7/vi']	('n04op18-4_03', 126)	('n04op18-4_03', 141)
212	c	i	10	10	4	40.0	1	3	4 #4 5 1 #7 1 5 1 5 1	['4 #4', '5 1 #7']	['iio6 viio7/V', 'V i V65']	['5 1']	['V i']	['4 #4', '1 #7']	['iio6 viio7/V', 'i V65']	('n04op18-4_03', 142)	('n04op18-4_04', 6)
213	c	v	7	6	4	66.7	1	3	4 #4 5 6 5 1	['4 #4 5 6 5']	['iv viio7/V V(64) It6 V(64)']	['5 6 5']	['V(64) It6 V(64)']	['4 #4 5']	['iv viio7/V V(64)']	('n04op18-4_04', 7)	('n04op18-4_04', 13)
214	c	i	18	15	5	33.3	5	0	1 4 7 3 6 5 1 3 7 6 5 4 6 5 1	['3 6 6 6', '3 7 6 5', '4 6 5']	['III iv6(9) ii%43 It6', 'i6 V2/iv iv65 V64/iv', 'iv It6 V(64)']	['3 6 6 6', '3 7 6 5', '4 6 5']	['III iv6(9) ii%43 It6', 'i6 V2/iv iv65 V64/iv', 'iv It6 V(64)']	[]	[]	('n04op18-4_04', 14)	('n04op18-4_04', 31)
215	c	VI	45	30	17	56.7	7	10	1 2 3 6 5 4 3 5 4 5 1 5 2 5 1 5 2 5 6 7 1 2 3 6 5 4 3 4 5 1	['1 2', '3 6 5 5 5 4 4', '3 5 4 5', '2 5 5 6 7 7 1 2', '3 6 5 5 5 4 4 4 3 3 4 4']	['I V43', 'I6 viio6/V V(4) V7 #viio43/ii ii6 viio43', 'I6 ii6(94) ii6 V(64)', 'V7/V V V7 vi7 V6 V65 I V43', 'I6 viio6/V V(4) V7 V2/ii ii6 viio64 V2 I6 I+6 IV ii6']	['3 6 5 5 5 4 4', '3 5', '3 6 5 5 5 4 4 4 3']	['I6 viio6/V V(4) V7 #viio43/ii ii6 viio43', 'I6 ii6(94)', 'I6 viio6/V V(4) V7 V2/ii ii6 viio64 V2 I6']	['1 2', '5 4 5', '2 5 5 6 7 7 1 2', '4 3 3 4 4']	['I V43', 'ii6(94) ii6 V(64)', 'V7/V V V7 vi7 V6 V65 I V43', 'V2 I6 I+6 IV ii6']	('n04op18-4_04', 32)	('n04op18-4_04', 76)
216	c	i	7	7	2	28.6	1	1	1 #7 1 5 1 5 1	['1 #7']	['i V65']	['1']	['i']	['1 #7']	['i V65']	('n04op18-4_04', 77)	('n04op18-4_04', 83)
217	c	v	7	6	4	66.7	1	3	4 #4 5 6 5 1	['4 #4 5 6 5']	['iv viio7/V V(64) It6 V(64)']	['5 6 5']	['V(64) It6 V(64)']	['4 #4 5']	['iv viio7/V V(64)']	('n04op18-4_04', 84)	('n04op18-4_04', 90)
218	c	i	7	7	2	28.6	1	1	1 #7 1 5 1 5 1	['1 #7']	['i V65']	['1']	['i']	['1 #7']	['i V65']	('n04op18-4_04', 91)	('n04op18-4_04', 97)
219	c	v	7	7	5	71.4	1	4	4 #4 5 6 #4 5 1	['4 #4 5 6 #4']	['iv viio7/V i64 VI V65/V']	['5 6']	['i64 VI']	['4 #4 5', '6 #4']	['iv viio7/V i64', 'VI V65/V']	('n04op18-4_04', 98)	('n04op18-4_04', 104)
220	c	i	38	30	16	53.3	15	1	#3 1 4 7 3 6 5 1 7 6 5 4 6 5 1 4 7 3 6 5 4 3 2 1 7 6 5 4 5 1	['3 6 6 6', '5 1 1 7 6 5', '4 6 5', '3 6 6 5 4 3 2 1 7 6 5 4 4 5']	['III iv6 ii%43 It6', 'V i i V2/iv iv65 V64/iv', 'iv It6 V(64)', 'III VI Ger6 V V2 i6 #viio6 i V2/iv iv65 V64/iv iv ii%65 V(64)']	['3 6 6 6', '5 1 1 7 6 5', '4 6 5', '3 6 6 5 4 3 2 1 7 6 5 4']	['III iv6 ii%43 It6', 'V i i V2/iv iv65 V64/iv', 'iv It6 V(64)', 'III VI Ger6 V V2 i6 #viio6 i V2/iv iv65 V64/iv iv']	['5 4 4 5']	['V64/iv iv ii%65 V(64)']	('n04op18-4_04', 105)	('n04op18-4_04', 142)
221	c	I	8	8	3	37.5	3	0	1 4 3 1 #5 4 3 2	['1 4', '#5 4 3']	['I IV', 'III6 ii6 I6']	['1 4', '#5 4 3']	['I IV', 'III6 ii6 I6']	[]	[]	('n04op18-4_04', 143)	('n04op18-4_04', 150)
222	c	V	8	5	1	20.0	0	1	4 5 1 5 1	['4 5']	['ii6 V(64)']	[]	[]	['4 5']	['ii6 V(64)']	('n04op18-4_04', 151)	('n04op18-4_04', 158)
223	c	I	16	14	9	64.3	5	4	5 1 2 3 4 3 6 5 4 3 2 #4 5 1	['5 1 2 3 4', '3 6 5 4 3', '2 #4 5']	['V I V43 I6 IV', 'I6 IV6 iii6 ii6 I6', 'viio6 viio7/V V(64)']	['3 4', '3 6 5 4 3']	['I6 IV', 'I6 IV6 iii6 ii6 I6']	['5 1 2 3', '2 #4 5']	['V I V43 I6', 'viio6 viio7/V V(64)']	('n04op18-4_04', 159)	('n04op18-4_04', 174)
224	c	i	8	7	5	71.4	4	1	1 #7 1 7 6 5 1	['1 1 #7 1 7 6']	['i i V6 i v6 VIM7']	['1 1', '#7 1 7 6']	['i i', 'V6 i v6 VIM7']	['1 #7']	['i V6']	('n04op18-4_04', 175)	('n04op18-4_04', 182)
225	c	v	8	6	4	66.7	1	3	4 #4 5 6 5 1	['4 #4 5 6 5']	['iv viio7/V V(64) Ger6 V(64)']	['5 6 5']	['V(64) Ger6 V(64)']	['4 #4 5']	['iv viio7/V V(64)']	('n04op18-4_04', 183)	('n04op18-4_04', 190)
226	c	i	40	29	10	34.5	10	0	1 4 7 3 6 5 1 6 5 4 6 5 1 4 7 3 6 5 1 7 6 5 4 6 5 1 5 1 5	['3 6 6 6', '1 6 5', '4 6 5', '3 6 6 6 6', '5 1 7 6 5', '4 6 5']	['III iv6(2) ii%43 It6', 'i VI #viio6/iv', 'iv Ger6 V(64)', 'III iv6(2) iv6 ii%43 Fr6', 'V i i2 VI i64', 'iv It6 V(64)']	['3 6 6 6', '1 6 5', '4 6 5', '3 6 6 6 6', '5 1 7 6 5', '4 6 5']	['III iv6(2) ii%43 It6', 'i VI #viio6/iv', 'iv Ger6 V(64)', 'III iv6(2) iv6 ii%43 Fr6', 'V i i2 VI i64', 'iv It6 V(64)']	[]	[]	('n04op18-4_04', 191)	('n04op18-4_04', 230)
227	c	I	42	36	14	38.9	6	8	1 2 3 6 5 #1 2 7 1 5 4 5 1 5 1 7 2 5 6 2 5 1 4 5 1 b7 6 2 5 1 4 5 1 3 2 5	['1 2', '3 6 5', '5 #1', '2 7', '1 5 4 5', '5 1', '2 5', '1 4 4 5', '5 1 b7', '1 4 5', '1 3']	['I V43', 'I6 viio6/V V(4)', 'V V65/ii', 'ii V65', 'I ii6(94) ii6 V(64)', 'V7 I', 'V7/V V', 'I ii6(2) ii6 V7(4)', 'V7 I v6', 'I ii6 V(64)', 'I I6']	['3 6 5', '1 5', '5 1', '5 1 b7', '1 3']	['I6 viio6/V V(4)', 'I ii6(94)', 'V7 I', 'V7 I v6', 'I I6']	['1 2', '5 #1', '2 7', '5 4 5', '2 5', '1 4 4 5', '1 4 5']	['I V43', 'V V65/ii', 'ii V65', 'ii6(94) ii6 V(64)', 'V7/V V', 'I ii6(2) ii6 V7(4)', 'I ii6 V(64)']	('n04op18-4_04', 231)	('n04op18-4_04', 272)
228	c	i	34	30	15	50.0	10	5	1 3 7 3 5 1 7 6 5 #7 1 3 2 1 #7 1 3 b2 1 5 6 5 #7 1 #7 1 5 1 5 1	['5 1 7 6 6 5', '5 #7', '1 3 2 1 #7 #7', '1 3 b2', '1 5 5 6', '5 #7 1 #7']	['III6 V7/iv V2/iv iv6 It6 V', 'V #viio7', 'VI6 i6 #viio6 viio43/V V6 #viio7', 'VI6 i6 viio6', 'viio43/V V V #viio2', 'V #viio7 i V65']	['5 1 7 6 6 5', '1 3 2 1 #7', '1 3 b2', '5 6', '#7 1']	['III6 V7/iv V2/iv iv6 It6 V', 'VI6 i6 #viio6 viio43/V V6', 'VI6 i6 viio6', 'V #viio2', '#viio7 i']	['5 #7', '1 #7 #7', '1 5 5', '5 #7', '1 #7']	['V #viio7', 'viio43/V V6 #viio7', 'viio43/V V V', 'V #viio7', 'i V65']	('n04op18-4_04', 273)	('n04op18-4_04', 306)
229	c	v	7	6	4	66.7	1	3	4 #4 5 6 5 1	['4 #4 5 6 5']	['iv viio7/V V(64) Ger6 V(64)']	['5 6 5']	['V(64) Ger6 V(64)']	['4 #4 5']	['iv viio7/V V(64)']	('n04op18-4_04', 307)	('n04op18-4_04', 313)
230	c	i	72	61	17	27.9	13	4	1 4 7 3 6 5 1 7 6 5 4 6 5 1 5 1 5 1 5 1 5 1 5 1 7 6 4 5 1 7 6 5 4 6 5 1 5 2 5 3 1 4 2 5 1 2 5 2 5 3 4 5 1 4 1 4 1 4 1 4 1	['3 6 6 6', '5 1 7 6 5', '4 6 5', '5 1 7', '6 4 5', '5 1 7 6 5 4', '4 6 5', '5 1', '5 3 4 5']	['III iv6(2) ii%43 It6', 'V i V2/iv iv65 V64/iv', 'iv It6 V(64)', 'V i V2/iv', 'iv6 iv V(64)', 'V i V2/iv iv6 i64 iv', 'iv7 Ger6 V(64)', 'V7 i', 'V7 i6 ii%65 V(64)']	['3 6 6 6', '5 1 7 6 5', '4 6 5', '5 1 7', '5 1 7 6 5 4', '4 6 5']	['III iv6(2) ii%43 It6', 'V i V2/iv iv65 V64/iv', 'iv It6 V(64)', 'V i V2/iv', 'V i V2/iv iv6 i64 iv', 'iv7 Ger6 V(64)']	['6 4 5', '5 1', '5 3 4 5']	['iv6 iv V(64)', 'V7 i', 'V7 i6 ii%65 V(64)']	('n04op18-4_04', 314)	('n04op18-4_04', 385)
231	A	I	35	31	14	45.2	8	6	1 4 3 5 4 2 3 5 3 4 5 1 5 3 b7 6 b6 5 4 3 1 2 5 2 3 1 7 1 6 2 5	['1 4 4', '3 5 4', '4 2', '5 3 4', '3 b7 6 b6 5 4', '3 1', '5 2', '3 1 7']	['I IV V2', 'I6 viio6/IV IV', 'V2 viio6', 'V7 I6 IV', 'I6 V2/IV IV6 iv6 V V2', 'I6 I', 'V V43', 'I6 I V6']	['1 4 4', '3 5 4', '3 b7 6 b6 5 4', '3 1']	['I IV V2', 'I6 viio6/IV IV', 'I6 V2/IV IV6 iv6 V V2', 'I6 I']	['4 2', '5 3 4', '3 1', '5 2', '1 7']	['V2 viio6', 'V7 I6 IV', 'I6 I', 'V V43', 'I V6']	('n05op18-5_01', 0)	('n05op18-5_01', 34)
232	A	v	18	18	12	66.7	4	8	1 6 5 3 2 1 #7 1 #4 5 1 2 3 #3 4 5 6 2	['1 6', '5 3 2 1 #7', '1 #4', '5 1 2 3 #3 4 5']	['i VI', 'V i6 #viio6 i #viio', 'i(94) viio7/V', 'V i V43 i6 V6/iv iv V43/iv']	['1 6', '5 3 2 1']	['i VI', 'V i6 #viio6 i']	['1 #7', '1 #4', '5 1 2 3 #3 4 5']	['i #viio', 'i(94) viio7/V', 'V i V43 i6 V6/iv iv V43/iv']	('n05op18-5_01', 35)	('n05op18-5_01', 52)
233	A	bVII	8	4	1	25.0	0	1	1 4 5 1	['1 4 5 5']	['I ii6 V7 V(64)']	[]	[]	['1 4 5 5']	['I ii6 V7 V(64)']	('n05op18-5_01', 53)	('n05op18-5_01', 60)
234	A	v	12	12	6	50.0	4	2	5 3 1 6 5 3 2 1 #7 1 #4 5	['1 6', '5 3 2 1 #7', '1 #4']	['i VI', 'V i6 #viio6 i #viio', 'i(94) viio7/V']	['1 6', '5 3 2 1']	['i VI', 'V i6 #viio6 i']	['1 #7', '1 #4']	['i #viio', 'i(94) viio7/V']	('n05op18-5_01', 61)	('n05op18-5_01', 72)
235	A	V	98	84	30	35.7	11	19	1 2 3 4 5 6 4 #1 2 1 7 1 4 5 1 5 4 2 7 #4 5 3 5 3 1 4 6 5 1 5 7 4 2 6 1 5 3 5 7 5 7 2 7 5 1 6 3 #4 5 1 5 1 5 1 b7 6 3 4 3 2 5 1 #1 2 4 5 1 5 1 5 1 5 1 5 1 6 #1 2 3 4 5 4 3 2	['1 2 3 4 5', '4 #1 2 1 7', '1 4', '1 5 5', '7 #4', '4 6 5', '6 3 #4 5', '5 1 1 b7', '6 3 4 3', '5 1 1 1 #1 #1', '2 4 5', '6 #1 2 3 4 5 4 3']	['I V43 I6 IV V43/IV', 'ii6 V6/ii ii ii%2 V65', 'I ii6', 'I V V2/ii', 'V/iii #viio6/iii', 'IV IV6 V(64)', 'vi I6 viio/V V(64)', 'V7 I I V2/IV', 'IV6 V65/IV IV V43/ii', 'V7 I(9) I I V65(2)/ii V65/ii', 'ii ii6 V(64)', 'vi #viio7/ii ii #viio6/ii ii6 #viio43/ii ii6 #viio6/ii']	['#1 2 1', '1 5 5', '4 6 5', '5 1 1 b7', '3 4 3', '4 5 4 3']	['V6/ii ii ii%2', 'I V V2/ii', 'IV IV6 V(64)', 'V7 I I V2/IV', 'V65/IV IV V43/ii', 'ii6 #viio43/ii ii6 #viio6/ii']	['1 2 3 4 5', '4 #1', '1 7', '1 4', '7 #4', '6 3 #4 5', '6 3', '5 1 1 1 #1 #1', '2 4 5', '6 #1 2 3 4']	['I V43 I6 IV V43/IV', 'ii6 V6/ii', 'ii%2 V65', 'I ii6', 'V/iii #viio6/iii', 'vi I6 viio/V V(64)', 'IV6 V65/IV', 'V7 I(9) I I V65(2)/ii V65/ii', 'ii ii6 V(64)', 'vi #viio7/ii ii #viio6/ii ii6']	('n05op18-5_01', 73)	('n05op18-5_01', 170)
236	A	IV	36	30	15	50.0	9	6	4 3 2 1 4 3 2 1 3 4 6 5 1 5 1 5 4 3 4 5 1 4 5 1 4 5 1 4 5 1	['4 3 2', '1 4 3 2', '1 3', '4 6 5', '1 5 4 3 4', '1 4', '1 4', '1 4']	['viio43 I6 viio6', 'I V2 I6 V43', 'I I6', 'IV IV6 V(64)', 'IV64 V7 V2 I6 V2', 'I IV', 'I V2', 'I V2']	['4 3 2', '1 4 3 2', '4 6 5', '1 5 4']	['viio43 I6 viio6', 'I V2 I6 V43', 'IV IV6 V(64)', 'IV64 V7 V2']	['1 3', '4 3 4', '1 4', '1 4', '1 4']	['I I6', 'V2 I6 V2', 'I IV', 'I V2', 'I V2']	('n05op18-5_01', 171)	('n05op18-5_01', 206)
237	A	iv	15	15	7	46.7	6	1	4 5 #7 6 #7 2 1 3 2 4 1 7 6 5 #4	['4', '#7 2', '1 3', '4 1 7 6 5']	['iv', 'V6 V64', 'i i6', 'V2 i i2 VI i64']	['#7 2', '1 3', '4 1 7 6 5']	['V6 V64', 'i i6', 'V2 i i2 VI i64']	['4']	['iv']	('n05op18-5_01', 207)	('n05op18-5_01', 221)
238	A	i	20	20	17	85.0	14	3	1 7 6 5 #4 5 4 3 2 3 2 1 5 4 3 2 3 2 1 5	['1 7 6 5 #4 5 4 3 2 3 2', '1 5 4 3 2 3 2']	['i i2 VI i64 viio7/V V V2 i6 V64 i6 V43', 'i V V2 i6 V64 i6 V43']	['1 7 6 5', '#4 5 4 3', '2 3 2', '1 5 4 3', '2 3 2']	['i i2 VI i64', 'viio7/V V V2 i6', 'V64 i6 V43', 'i V V2 i6', 'V64 i6 V43']	['5 #4', '3 2', '3 2']	['i64 viio7/V', 'i6 V64', 'i6 V64']	('n05op18-5_01', 222)	('n05op18-5_01', 241)
239	A	I	55	48	28	58.3	9	19	3 2 #1 4 2 7 1 4 5 1 4 3 5 4 2 3 5 3 4 5 1 6 b7 7 1 b2 2 b3 2 b3 1 4 #4 5 b6 #4 5 4 3 1 2 5 4 2 3 1 2 5	['3 2', '2 7', '1 4 4 5', '1 4 4', '3 5 4', '4 2', '5 3 4', '1 6 b7 7 1 b2 2 2 b3 2', '1 4 #4 5 b6 #4 5 4', '3 1', '2 5', '4 2', '3 1']	['V43/ii ii', 'ii V65', 'I IV(94) IV V(64)', 'I IV V2', 'I6 viio6/IV IV', 'V2 viio6', 'V7 I6 IV', 'I IV6 bVII viio IV64 bII V6/bIII V65/bIII bIII V64', 'V7/IV iv viio7/V i64 bVI viio7/V V V2', 'I6 I', 'V7/V V', 'V2 V43', 'I6 I']	['3 2', '1 4 4', '3 5 4', '2 b3', '5 b6', '#4 5 4', '2 5']	['V43/ii ii', 'I IV V2', 'I6 viio6/IV IV', 'V65/bIII bIII', 'i64 bVI', 'viio7/V V V2', 'V7/V V']	['2 7', '1 4 4 5', '4 2', '5 3 4', '1 6 b7 7 1 b2 2 2', 'b3 2', '1 4 #4 5', 'b6 #4', '3 1', '4 2', '3 1']	['ii V65', 'I IV(94) IV V(64)', 'V2 viio6', 'V7 I6 IV', 'I IV6 bVII viio IV64 bII V6/bIII V65/bIII', 'bIII V64', 'V7/IV iv viio7/V i64', 'bVI viio7/V', 'I6 I', 'V2 V43', 'I6 I']	('n05op18-5_01', 242)	('n05op18-5_01', 296)
240	A	i	19	19	12	63.2	4	8	5 3 1 6 5 3 2 1 #7 1 #4 5 1 2 3 #3 4 5 6	['1 6', '5 3 2 1 #7', '1 #4', '5 1 2 3 #3 4 5']	['i VI', 'V i6 V64 i V65', 'i(94) viio7/V', 'V i V43 i6 V65/iv iv V43/iv']	['1 6', '5 3 2 1']	['i VI', 'V i6 V64 i']	['1 #7', '1 #4', '5 1 2 3 #3 4 5']	['i V65', 'i(94) viio7/V', 'V i V43 i6 V65/iv iv V43/iv']	('n05op18-5_01', 297)	('n05op18-5_01', 315)
241	A	bIII	6	5	2	40.0	0	2	7 1 4 5 1	['7', '1 4']	['vii%7', 'I ii6']	[]	[]	['7', '1 4']	['vii%7', 'I ii6']	('n05op18-5_01', 316)	('n05op18-5_01', 321)
242	A	i	12	12	8	66.7	6	2	3 1 6 5 4 3 b2 1 7 1 #4 5	['1 6 5 4 3 b2 1 7', '1 #4']	['i VI V V2 i6 viio6 i viio', 'i(94) viio7/V']	['1 6 5 4 3 b2 1']	['i VI V V2 i6 viio6 i']	['1 7', '1 #4']	['i viio', 'i(94) viio7/V']	('n05op18-5_01', 322)	('n05op18-5_01', 333)
243	A	I	108	93	30	32.3	9	21	1 2 3 4 5 6 4 b3 4 #1 2 1 7 1 4 5 1 5 7 3 4 2 4 1 5 3 5 7 3 1 4 5 1 5 b7 4 2 6 1 5 3 5 7 5 7 2 7 1 6 3 #4 5 1 5 1 5 1 3 4 3 2 5 1 #1 2 3 4 5 1 5 1 5 1 5 1 5 1 4 3 2 3 5 1 5 1 5 1 6 #4 2 1 7 5	['1 2 3 3 4 5', '6 4 b3', '4 #1 2 1 7', '1 4', '7 3', '1 4 5', '2 7', '6 3 #4 5', '1 3 4 3', '5 1 1 1 #1 2 3 4 5', '1 4 3 2', '#4 2 1']	['I V43 I6 V65/IV IV V43/IV', 'IV6 IV viio6/ii', 'ii6 V6/ii ii ii%2 V65', 'I ii6', 'V6 #viio6/ii', 'I IV V(64)', 'V43 V65', 'IV6 I6 V65/V V(64)', 'V7(9)/IV V65/IV IV #viio65/ii', 'V7 I(9) I I #viio7/ii ii V43/ii ii6 V(64)', 'I IV I6 V64', 'viio/V V/V V2/V']	['6 4', '#1 2 1', '3 4 3', '1 4 3', '#4 2 1']	['IV6 IV', 'V6/ii ii ii%2', 'V65/IV IV #viio65/ii', 'I IV I6', 'viio/V V/V V2/V']	['1 2 3 3 4 5', '4 b3', '4 #1', '1 7', '1 4', '7 3', '1 4 5', '2 7', '6 3 #4 5', '1 3', '5 1 1 1 #1 2 3 4 5', '3 2']	['I V43 I6 V65/IV IV V43/IV', 'IV viio6/ii', 'ii6 V6/ii', 'ii%2 V65', 'I ii6', 'V6 #viio6/ii', 'I IV V(64)', 'V43 V65', 'IV6 I6 V65/V V(64)', 'V7(9)/IV V65/IV', 'V7 I(9) I I #viio7/ii ii V43/ii ii6 V(64)', 'I6 V64']	('n05op18-5_01', 334)	('n05op18-5_02', 11)
244	A	V	6	6	2	33.3	2	0	6 5 4 2 5 1	['6 5']	['IV6 V']	['6 5']	['IV6 V']	[]	[]	('n05op18-5_02', 12)	('n05op18-5_02', 17)
245	A	I	12	11	1	9.1	1	0	1 5 3 1 5 1 6 #4 2 1 5	['#4 2']	['V6/V V/V']	['#4 2']	['V6/V V/V']	[]	[]	('n05op18-5_02', 18)	('n05op18-5_02', 29)
246	A	V	6	6	2	33.3	2	0	6 5 4 2 5 1	['6 5']	['vi V(64)']	['6 5']	['vi V(64)']	[]	[]	('n05op18-5_02', 30)	('n05op18-5_02', 35)
247	A	I	9	9	6	66.7	0	6	7 1 2 7 1 2 #5 6 7	['7 1', '2 7 1', '2 #5 6']	['viio I', 'V43 viio I', 'V43 #viio7/vi vi']	[]	[]	['7 1', '2 7 1', '2 #5 6']	['viio I', 'V43 viio I', 'V43 #viio7/vi vi']	('n05op18-5_02', 36)	('n05op18-5_02', 44)
248	A	iii	11	9	5	55.6	4	1	6 5 3 5 6 5 4 3 1	['6 5', '3 5 6 5 4 3']	['Ger6 V(64)', 'i6 i64 #viio2 V V2 i6']	['6 5', '5 6 5 4 3']	['Ger6 V(64)', 'i64 #viio2 V V2 i6']	['3 5']	['i6 i64']	('n05op18-5_02', 45)	('n05op18-5_02', 55)
249	A	I	11	9	1	11.1	1	0	1 5 1 5 1 6 #4 2 1	['#4 2']	['viio/V V/V']	['#4 2']	['viio/V V/V']	[]	[]	('n05op18-5_02', 56)	('n05op18-5_02', 66)
250	A	IV	23	20	5	25.0	4	1	2 6 4 5 1 5 1 3 5 4 3 5 7 5 1 5 4 3 1 6	['6 4 5', '3 5 4', '1 5 5 5 4']	['ii64 ii6 V(64)', 'I6 V V2', 'I V(64) V(6) V7 V2']	['3 5 4', '1 5 5 5 4']	['I6 V V2', 'I V(64) V(6) V7 V2']	['6 4 5']	['ii64 ii6 V(64)']	('n05op18-5_02', 67)	('n05op18-5_02', 89)
251	A	I	29	27	13	48.1	10	3	5 4 3 4 5 4 2 5 1 4 3 2 7 5 1 4 3 2 5 1 5 2 5 4 5 4 3	['5 4 3 4 5', '1 4 3', '1 4 3 2', '2 5 4 5 4']	['V7 V2 I6 IV vi2', 'I V2 I6', 'I V2 I6 ii7(4)', 'V43 V7 V2 V7 I6(4)']	['5 4', '4 5', '1 4 3', '1 4 3 2', '2 5', '4 5 4']	['V7 V2', 'IV vi2', 'I V2 I6', 'I V2 I6 ii7(4)', 'V43 V7', 'V2 V7 I6(4)']	['4 3 4', '5 4']	['V2 I6 IV', 'V7 V2']	('n05op18-5_02', 90)	('n05op18-5_02', 118)
252	A	V	10	5	3	60.0	2	1	b6 5 #4 5 1	['b6 5 5 #4 5 5 5 5']	['iv6 I64(4) I64 viio7/V V(b64) V V(64) V7(4)']	['b6 5 5']	['iv6 I64(4) I64']	['5 #4 5 5 5 5']	['I64 viio7/V V(b64) V V(64) V7(4)']	('n05op18-5_02', 119)	('n05op18-5_02', 128)
