corpus	piece	phrase_id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209
beethoven_piano_sonatas	16-2	2722	I	I(974)	I(94)	V7	V7(b2)	V(64)	I	V7	V7(b2)	V(64)	I	V7	V7(b2)	V(64)	I6	I	V7	I6	I																																																																																																																																																																																															
beethoven_piano_sonatas	16-2	2723	I	V7	I	V(974)	I	I(764)	I	I(974)																																																																																																																																																																																																										
beethoven_piano_sonatas	16-3	2724	I	V7	ii6	vi	I	V	I	I6	V	IV(+2)	I6	V7	viio/V	V	V65/V	viio6/V	I	V	I	I6	V	IV(+2)	I6	V																																																																																																																																																																																										
beethoven_piano_sonatas	16-3	2725	I	V	I	V	I	I(b64)	viio7	iv6	IV	V7/IV	viio6	I																																																																																																																																																																																																						
beethoven_piano_sonatas	16-3	2726	I	V	I	V	I	I(b64)	viio7	iv6	IV	V7/IV	viio6	I																																																																																																																																																																																																						
beethoven_piano_sonatas	16-3	2727	I	V	V7	I	I6	V	I	V7	ii64	I6	V	V7/V	viio/V	I	I6	V	I	V7	ii64	I6	V																																																																																																																																																																																													
beethoven_piano_sonatas	16-3	2728	I	V	I	V	I	Ger6	IV6	V2/IV	V6	I																																																																																																																																																																																																								
beethoven_piano_sonatas	16-3	2729	I	V	I	V	I	Ger6	IV6	V2/IV	V6(+4)	I																																																																																																																																																																																																								
beethoven_piano_sonatas	16-3	2731	I	V7	V43	I	I6	V64	V2	I	I6	V64	V2	I	I6	V64	V2																																																																																																																																																																																																			
beethoven_piano_sonatas	16-3	2732	I	V7	V43	I	I6	V7	V43	I	I6	V7	V43	I	I6	V64	V2	I6	I	V7	V43	I	I6	V64	V2																																																																																																																																																																																											
beethoven_piano_sonatas	16-3	2733	I	V7	V(64)	ii6	ii65	IV	I6	I6(#4#2)	I6	I6(#4#2)	I6	I6(#4#2)	I6	I6(#4#2)	I6	I																																																																																																																																																																																																		
beethoven_piano_sonatas	16-3	2735	I	V	IV	vi	I	V	V6	I	I6	V64	IV(+2)	I6	V2	I6	V	V/V	V	V43/V	V/V	vi	I	V	V6	I	I6	viio6	vi43	IV(+2)	I	viio6(2)	V6																																																																																																																																																																																			
beethoven_piano_sonatas	16-3	2736	I	V	I	V	I	I(b64)	viio7	iv6	IV	V65/IV	viio6(+2)	I																																																																																																																																																																																																						
beethoven_piano_sonatas	16-3	2737	I	V	I	V	I6	I(b64)	viio7	iv6	IV	V65/IV	viio6(+2)	I																																																																																																																																																																																																						
beethoven_piano_sonatas	16-3	2738	V	V7/V	viio/V	i	i6	V	i	V7	ii64	i6	V																																																																																																																																																																																																							
beethoven_piano_sonatas	16-3	2740	I	V7	ii7	I6	IV	V+6/vi	V43/IV	IV	I6	ii7	IV	I6	ii7	I	I6																																																																																																																																																																																																			
beethoven_piano_sonatas	16-3	2741	I	V64	vi43	V2	V6	I	V43																																																																																																																																																																																																											
beethoven_piano_sonatas	16-3	2745	i/bvii	V64/bvii	#vi%43/bvii	V2/bvii	V6/bvii	i/bvii	V43/bvii																																																																																																																																																																																																											
beethoven_piano_sonatas	16-3	2746	i	V65	V43	V	viio	bII	bII64	bII6	bII	V65/bII	V43/bII	V/bII	viio/bII	i/biii	i64/biii	i6/biii	i/biii	V65/biii	V43/biii	i/biii	V6/biii	#vi%7/biii	i/biii	V6/biii	ii%7/bvii	i/bvii	i6/bvii																																																																																																																																																																																							
beethoven_piano_sonatas	16-3	2747	V	viio7/V	iv	V6/iv	iv	V6/iv	V43/iv	iv	V6/iv	#vi%7/iv	iv	V6/iv	ii%7	i	i6																																																																																																																																																																																																			
beethoven_piano_sonatas	16-3	2748	V	It6	i	V6	i	V43	i6	V2	V	It6	i	V6	i	V43	i6																																																																																																																																																																																																			
beethoven_piano_sonatas	16-3	2749	I	V7	I	V6	I6	V64	ii(4)	V2	I6	V	V64(+4)/V	I	V6	I6	V64	ii(4)	V2	I6																																																																																																																																																																																																
beethoven_piano_sonatas	16-3	2750	I	V	I	V	I	I(b64)	viio7	iv6	IV	V7/IV	viio6(+2)	I																																																																																																																																																																																																						
beethoven_piano_sonatas	16-3	2751	I	V	I	V	I	I(b64)	viio7	iv	IV	V7/IV	viio6	I																																																																																																																																																																																																						
beethoven_piano_sonatas	16-3	2752	I	V	V7	I	I6	V	I	V7	ii64	I6	V	V7/V	viio/V	I	I6	V	I	V7	ii64	I6	V																																																																																																																																																																																													
beethoven_piano_sonatas	16-3	2753	I	V	I	V	V(64)	Ger6	IV6	V2/IV	V6(+4)	I																																																																																																																																																																																																								
beethoven_piano_sonatas	16-3	2754	I	V	I	V	I6	iv	IV	V65/IV	viio6(+2)	I																																																																																																																																																																																																								
beethoven_piano_sonatas	16-3	2755	V	V7/V	V	V7/V	V	V7/V	I	V6	V	V7/V	I	V6	V7	ii6	ii	V/ii	ii	V/ii	ii	V/ii	IV6	V/IV	IV6	V/IV	vi	V/vi	vi	V/vi																																																																																																																																																																																						
beethoven_piano_sonatas	16-3	2756	I	V7	V43	I	I6	V64	V2	I	I6	V64	V2	I	I6	V64	V2																																																																																																																																																																																																			
beethoven_piano_sonatas	16-3	2757	I	V7	V43	I	I6	V64	V2																																																																																																																																																																																																											
beethoven_piano_sonatas	16-3	2758	I	V7	V(64)	ii6	ii65	IV	I6	I6(#4#2)	I6	I6(#4#2)	I6	I6(#4#2)	I6	I6(#4#2)	I6	I	I6	V2	V43	I	I6	V2	V43	I	I6	V2	V43	I	I6	V64	V2																																																																																																																																																																																			
beethoven_piano_sonatas	16-3	2759	V(64)	viio7/V	V(64)	viio7/V	V(64)	viio7/V	V(64)	viio65/V	V(64)	viio7/V	V(64)	viio65/V	V(64)	viio7/V	V(64)	viio65/V	V(64)	viio7/V	V(64)	viio65/V	V(64)	viio7/V	V(64)	viio65/V	V(64)	viio65/V	viio7/V	IV6	V6/IV	V43/IV	I6	I6(#4#2)	I6	I6(#4#2)	I6	I6(#4#2)	I6	I6(#4#2)	I6																																																																																																																																																																											
beethoven_piano_sonatas	16-3	2760	I(2)	V7	V/V	ii7/V	iv	IV64	viio6/IV	V	I																																																																																																																																																																																																									
beethoven_piano_sonatas	16-3	2761	I6	V7	V6/V	ii2/V	iv6	IV6	viio6/IV	V	I																																																																																																																																																																																																									
beethoven_piano_sonatas	16-3	2762	V7	viio	ii	vi	I	vii%7	IV	I	iii6	#viio43/iii	vi	I6	V6	viio43/V	i	I	bII	V/V	i6																																																																																																																																																																																															
beethoven_piano_sonatas	16-3	2763	I	V64	vi43	V2	V																																																																																																																																																																																																													
beethoven_piano_sonatas	16-3	2764	V	V43(+4)/V	viio6(4+2)/V	I	V65																																																																																																																																																																																																													
beethoven_piano_sonatas	16-3	2765	vi	V7	IV(+2)	V7	V																																																																																																																																																																																																													
beethoven_piano_sonatas	16-3	2766	I6	V	ii6	vi	I	V65																																																																																																																																																																																																												
beethoven_piano_sonatas	16-3	2767	I	V	I6	viio6	I	V6	V	ii6	vi	I	V65																																																																																																																																																																																																							
beethoven_piano_sonatas	16-3	2768	I	V	It6																																																																																																																																																																																																															
beethoven_piano_sonatas	16-3	2769	I	V	It6																																																																																																																																																																																																															
beethoven_piano_sonatas	16-3	2770	I	V7	It6																																																																																																																																																																																																															
beethoven_piano_sonatas	17-2	2791	V	V(#74)	V43/V	ii43	V(64)	ii6	ii6(11#7)	#viio65/ii	I	V65	V43	I																																																																																																																																																																																																						
beethoven_piano_sonatas	17-2	2792	I	V7	V(64)	viio7/V	vi	#viio7/vi	V7	V43	V65	ii%2	V7(b9)	V7	I																																																																																																																																																																																																					
beethoven_piano_sonatas	17-2	2793	V	V43/V	viio6/V	V	V43/V	viio6/V	V	viio65/V	V(64)	V+	V7	V(64)	V	V(#4#2)	V(64)	V	I6	V+	V7	I6	V																																																																																																																																																																																													
beethoven_piano_sonatas	17-2	2794	I	V	V(64)	IV	I	I(64)	I	viio6	IV	I6	I	I(97)	V	V(64)	IV	I	I(64)	I																																																																																																																																																																																																
beethoven_piano_sonatas	17-2	2796	V	V(#74)	V43/V	ii43	V(64)	ii6	ii6(11#7)	IV(9)	V65/IV	V7/IV	viio2/IV	V(b9)/IV	V7/IV	V65	V7	viio2	V43(b9)	V43	I																																																																																																																																																																																															
beethoven_piano_sonatas	17-2	2797	I	V7	V(64)	viio7/V	viio/V	vi	#viio7/vi	V7	V6	V43	V65	ii%2	viio65	viio43	V7	I																																																																																																																																																																																																		
beethoven_piano_sonatas	17-2	2798	V	V43/V	viio6/V	V	V43/V	viio6/V	V	viio65/V	V(64)	V+	V7	V(64)	V	V(#4#2)	V(64)	V	V(64)	V+	V7	V(64)	V	vi64	ii6	IV	V+/IV	V+/IV	IV64	V7/IV	IV6	V+/IV	IV6	V7/IV	I																																																																																																																																																																																	
beethoven_piano_sonatas	17-2	2799	I	V	V(64)	ii6	IV6	I	I(64)	I	viio6	IV	I6	I	I(97)	V	V(64)	IV	I	I(64)	I																																																																																																																																																																																															
beethoven_piano_sonatas	17-2	2800	I	viio65	viio43	viio2	IV6	V7/IV	I	I(9)	viio43	IV64	V+/IV	V7/IV	viio7/IV	viio2/IV	viio43/IV	viio65/IV	viio7/IV	I																																																																																																																																																																																																
beethoven_piano_sonatas	17-2	2801	I	V7	V(64)	viio7/V	vi	#viio7/vi	viio6	V65	ii%2	viio6	viio	I	I6	I	V7	I	V43	I																																																																																																																																																																																																
beethoven_piano_sonatas	17-2	2802	I	I(9)	I	V2	I	V2	I	V2	I	V43	IV	IV6	V7/IV	I	V43	IV	IV6	V7/IV	I																																																																																																																																																																																															
beethoven_piano_sonatas	18-1	2821	I	V7	V(64)	viio7/V	ii65																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2822	I	V7	V(64)	viio7/V	ii65																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2823	I	viio43	ii2	IM7	IV64																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2824	I	viio43	ii2	IM7	IV64																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2825	I	V7	I																																																																																																																																																																																																															
beethoven_piano_sonatas	18-1	2826	V	V/V	viio/V	I	V7	I																																																																																																																																																																																																												
beethoven_piano_sonatas	18-1	2828	I	V7	ii6	vi	#viio7/vi	V7	V65/V	ii6	ii6(#7)	IV	I6	V																																																																																																																																																																																																						
beethoven_piano_sonatas	18-1	2829	I	V7	ii6	vi	#viio7/vi	V7	V65/V	ii6	ii6(#7)	IV	I6																																																																																																																																																																																																							
beethoven_piano_sonatas	18-1	2830	I	V65	V6	I																																																																																																																																																																																																														
beethoven_piano_sonatas	18-1	2831	I	V65	I	V65	I	V65	II	V65/II	IV	V65/IV	vi	V65/vi	I	V65	V6	I																																																																																																																																																																																																		
beethoven_piano_sonatas	18-1	2832	I	V7	viio2	V7	V(64)	I																																																																																																																																																																																																												
beethoven_piano_sonatas	18-1	2833	I	V7	ii6	IV6	I																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2835	I	V2	ii%2	ii2	IM7	IV64	i																																																																																																																																																																																																											
beethoven_piano_sonatas	18-1	2836	I	V2	ii%2	ii2	IM7	IV64																																																																																																																																																																																																												
beethoven_piano_sonatas	18-1	2837	I	V43(b5)	I6	I	V43(b5)	I6	I	V43(b5)	I6																																																																																																																																																																																																									
beethoven_piano_sonatas	18-1	2839	I	V43(b5)	I6	I	V43(b5)	I6	I	V43(b5)	I6	I																																																																																																																																																																																																								
beethoven_piano_sonatas	18-1	2841	I	V7	V(64)	viio7/V	ii65																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2842	I	viio43	ii2	IM7	IV64																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2843	I	viio43	ii2	IM7	IV64																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2844	I	V7	I																																																																																																																																																																																																															
beethoven_piano_sonatas	18-1	2845	V	V/V	viio/V	I	V7	I																																																																																																																																																																																																												
beethoven_piano_sonatas	18-1	2846	I	V7	ii6	vi	#viio7/vi	V7	V65/V	ii6	ii6(#7)	IV	I6	V2																																																																																																																																																																																																						
beethoven_piano_sonatas	18-1	2847	I	V7	ii6	vi	#viio7/vi	V7	V65/V	ii6	ii6(#7)	IV	I6																																																																																																																																																																																																							
beethoven_piano_sonatas	18-1	2848	I	V65	V6	I																																																																																																																																																																																																														
beethoven_piano_sonatas	18-1	2849	I	V65	I	V65	I	V65	I	V65	I	V65	II	V65/II	IV	V65/IV	vi	V65/vi	I	V65	II	V65/II	IV	V65/IV	vi	V65/vi	I	V65	V6	I																																																																																																																																																																																						
beethoven_piano_sonatas	18-1	2850	I	V7	viio2	V7	V(64)	I																																																																																																																																																																																																												
beethoven_piano_sonatas	18-1	2851	I	V7	ii6	IV6	I																																																																																																																																																																																																													
beethoven_piano_sonatas	18-1	2852	I	V7	V(64)	viio7/V	ii6	#viio65/ii	i6	viio65	bvii6	V43/bvii	viio7	ii65/IV	IV	I																																																																																																																																																																																																				
beethoven_piano_sonatas	18-1	2853	I	V7	V(64)	#viio65/iii	V(64)	#viio65/iii	V(64)	viio7/V	ii65																																																																																																																																																																																																									
beethoven_piano_sonatas	18-1	2854	I	V7	I																																																																																																																																																																																																															
beethoven_piano_sonatas	18-1	2855	I	V7	I																																																																																																																																																																																																															
beethoven_piano_sonatas	18-1	2856	I	V7	I																																																																																																																																																																																																															
beethoven_piano_sonatas	18-2	2857	I	V7	I	V7	I6	I	V6	ii	IV	I6	V43	I	viio6	vi64	V2	V	I6	I	V6	ii	IV	I6	V43	I																																																																																																																																																																																										
beethoven_piano_sonatas	18-2	2858	V7	IV	V/vi	V65/vi																																																																																																																																																																																																														
beethoven_piano_sonatas	18-2	2859	I	V7	I	V7	I6	I	V6	ii	IV	I6	V43	I	viio6	vi64	V2	V	I6	I	V6	ii	IV	I6	V43	I	V7																																																																																																																																																																																									
beethoven_piano_sonatas	18-2	2861	I	viio6	I	viio6	I	V7	I	V7	I	V7	I	V7	I																																																																																																																																																																																																					
beethoven_piano_sonatas	18-2	2862	V/III	i/iii	V/iii	i/iii	V/iii	i/iii	i6/iii	i64/iii	i/iii	i6/iii	i64/iii	i6/iii	#viio43/iii	i6/iii	#viio65/iii	i6/ii	#viio43/ii	#viio65/ii	i6/ii	#viio43/ii	#viio6/ii	IV/VI	I6/VI	V43/VI	I/VI	viio6/VI	vi64/VI	V2/VI	V/VI	I6/VI	I/VI	V6/VI	ii/VI	IV/VI	I6/VI	V43/VI	I/VI																																																																																																																																																																													
beethoven_piano_sonatas	18-2	2863	V7	V65	#viio2/vi	V65	#viio2/vi	V65	#viio65/vi	#viio43/vi	#viio65/vi	#viio43/vi	i6/vi	V43/vi	i/vi	I6/III	viio6/III	I/III	V43/III	V/III	I6/III	I/III	V6/III	ii/III	IV/III	I6/III	V43/III	I/III																																																																																																																																																																																								
beethoven_piano_sonatas	18-2	2864	I	V7	I	V7	I6	I	V6	ii	IV	I6	V43	I	viio6	vi64	V2	V	I6	I	V6	ii	IV	I6	V43	I																																																																																																																																																																																										
beethoven_piano_sonatas	18-2	2865	V7	IV	V/vi	V65/vi																																																																																																																																																																																																														
beethoven_piano_sonatas	18-2	2866	I	V7	I	V7	I6	I	V6	ii	IV	I	viio6	I	viio6	vi64	V2	V	I6	I	V6	ii	IV	I6	viio6	I	V7																																																																																																																																																																																									
beethoven_piano_sonatas	18-2	2867	I	V	IV	I6	viio43	I6	viio43	I6	viio43	I6	viio43	viio7	#viio2/vi	#viio65/vi	I6/V	viio65/V	I6/V	viio65/V	I6/V	I/V	I/bVII	I6/bVII	V43/bVII	I6/bVII	V43/bVII	I6/bVII	V/bVII	V/vi	V65/vi																																																																																																																																																																																					
beethoven_piano_sonatas	18-2	2868	I	V	I	V	I	V	ii	IV	I	V	viio	IV	vi	I	viio6	I	viio6	I	V7	I	V7	I	V7	I	V7	I																																																																																																																																																																																								
beethoven_piano_sonatas	18-3	2869	V	V(64)	ii6	I	V	bVII6	ii	ii(4)	I6	IV	V+6/IV	I6	ii7	IV	I	I6	I	I(94)	V6	V7	vi7	V6	I	V43	V43(4)	I	V																																																																																																																																																																																							
beethoven_piano_sonatas	18-3	2870	I	I(94)	V7	ii	vi	I	V6	IV6	I	I6	ii7	I	V(64)	V7	V(64)	V7	V(b9)	V(64)	V7	V(64)	V7	V(b9)	V																																																																																																																																																																																											
beethoven_piano_sonatas	18-3	2871	V	V/V	ii/V	IV/V	I6/V	viio7/V	I6	I6(#4#2)	V	I	V	I	V43	I6	IV	I6	V43	I																																																																																																																																																																																																
beethoven_piano_sonatas	18-3	2872	V	viio65	V	viio65	V	viio65	V	viio65	V	viio43	V	viio65	V	viio43	V																																																																																																																																																																																																			
beethoven_piano_sonatas	18-3	2873	I	V	V(64)	viio7/V	vi	#viio7/vi	viio7/V	I6	I6(#4#2)	I	V	I	V	I	V43	I6	IV	I6	V43	I																																																																																																																																																																																														
beethoven_piano_sonatas	18-3	2874	V	V(64)	ii6	I	V	bVII6	ii	ii(4)	I6	IV	V+6/IV	I6	ii7	IV	I	I6	I	I(94)	V6	V7	vi7	V6	I	V43	V43(4)	I	V																																																																																																																																																																																							
beethoven_piano_sonatas	18-3	2875	I	V7	ii	vi	I	V6	IV6	I	I6	ii7	I	V(64)	V7	V(64)	V7	V(b9)	V(64)	V7	V(64)	V7	V(b9)	V																																																																																																																																																																																												
beethoven_piano_sonatas	18-3	2876	I	I(b64)	I	I(b64)	I	bII6	I	bII6	I																																																																																																																																																																																																									
beethoven_piano_sonatas	18-4	2877	I	viio6	V7	I64	viio6	V7	I64	I																																																																																																																																																																																																										
beethoven_piano_sonatas	18-4	2878	I	viio6	V7	I64	viio6	V7	I64	I																																																																																																																																																																																																										
beethoven_piano_sonatas	18-4	2879	I	V	V6	V	V6	V	V6	V	I6	V	I6	V	I	V																																																																																																																																																																																																				
beethoven_piano_sonatas	18-4	2880	I	V7	V(64)	ii6	I6	IV	IV6	I	I6	IV	IV6	I	I6	IV	IV6	I																																																																																																																																																																																																		
beethoven_piano_sonatas	18-4	2883	V7	V(6)	V																																																																																																																																																																																																															
beethoven_piano_sonatas	18-4	2884	I	V	V6	V	V6	V	V6	V	I6	V	I6	V	I	V																																																																																																																																																																																																				
beethoven_piano_sonatas	18-4	2886	V7	V65	V43	V65	V7	V43	V65	ii	ii64	ii	ii64	ii6	ii	ii64	ii6	ii	IV	IV64	IV	IV64	IV6	IV	IV64	IV6	IV	V65/IV	V2(b9)/IV	V43/IV	V(b9)/IV	V65/IV	V64(b9)/IV	V7/IV	viio7/IV	V43/bIII	viio43	viio2	viio43	viio2	viio43	viio2	V7/bVII	V2(b9)/V	V43/V	V(b9)/V	V65/V	V64(b9)/V	V7/V	viio7/V	V43/IV	#viio43/ii	#viio2/ii	#viio43/ii	#viio2/ii	#viio43/ii	#viio2/ii	#viio43/ii																																																																																																																																																										
beethoven_piano_sonatas	18-4	2887	I	viio6	V7	I64	viio6	V7	I64	I																																																																																																																																																																																																										
beethoven_piano_sonatas	18-4	2888	I	viio6	V7	I64	viio6	V7	I64	I																																																																																																																																																																																																										
beethoven_piano_sonatas	18-4	2889	I	V	V6	V	V6	V	V6	V	I6	V	I6	V	I	V																																																																																																																																																																																																				
beethoven_piano_sonatas	18-4	2890	I	V7	V(64)	ii6	I6	IV	IV6	I	I6	IV	IV6	I	I6	IV	IV6	I																																																																																																																																																																																																		
beethoven_piano_sonatas	18-4	2893	V7	V6	V	V6	V	V6	V	V6	V	viio43(+2)/V	viio2(+2)/V	i	V	V7	i																																																																																																																																																																																																			
beethoven_piano_sonatas	18-4	2894	I	V65	V2	I	viio6	V7	I64	I	V65	V2	I64	viio6	V7	I64																																																																																																																																																																																																				
beethoven_piano_sonatas	18-4	2895	viio7/V	I/IV	I6/IV	I/IV	I6/IV	I/IV	I6/IV	I/IV	I6/IV	V65/IV	V2/IV	V65/IV	V2/IV	V65/IV	V2/IV	V7/IV	V65/IV	I/IV	V65/IV	V2/IV	I64/IV	V7/IV	V65/IV	I/IV	i/ii	V65/ii	V2/ii	i64/ii	V7/ii	V65/ii																																																																																																																																																																																				
beethoven_piano_sonatas	18-4	2896	I	V7	I	V65																																																																																																																																																																																																														
beethoven_piano_sonatas	18-4	2897	viio7/V	IV	IV6	IV	IV6	IV	IV6	IV	IV6	IV																																																																																																																																																																																																								
beethoven_piano_sonatas	18-4	2898	I	V7	I	I6	V7	I6																																																																																																																																																																																																												
beethoven_piano_sonatas	18-4	2899	I	V7	I	V7	I	V7	V	I	V65	viio7	vii%7	viio7	V65																																																																																																																																																																																																					
beethoven_piano_sonatas	19-1	2902	I	V65	I	V65	I	V65																																																																																																																																																																																																												
beethoven_piano_sonatas	19-1	2903	I	V7	V(64)	IV	IV6	V2/IV	I																																																																																																																																																																																																											
beethoven_piano_sonatas	19-1	2904	I	V7	V(64)	ii6	I6	IV	IV6	V2/IV	I																																																																																																																																																																																																									
beethoven_piano_sonatas	19-1	2905	I	V7	V43	I																																																																																																																																																																																																														
beethoven_piano_sonatas	19-1	2906	I	I(974)	V7	V43	I																																																																																																																																																																																																													
beethoven_piano_sonatas	19-1	2908	I	I(4)	V	IV	I6	viio6	I																																																																																																																																																																																																											
beethoven_piano_sonatas	19-1	2909	I	V7	IV	I6	viio6	I																																																																																																																																																																																																												
beethoven_piano_sonatas	19-1	2910	I	V7	V43	I																																																																																																																																																																																																														
beethoven_piano_sonatas	19-2	2923	I	V7	V(64)	ii6	I6	viio6	I	viio	ii	I6	ii6	I	viio6	I6	V	viio7/V	ii6	I6	viio6	I	viio	ii	I6	ii6	I	viio6	I6	V																																																																																																																																																																																						
beethoven_piano_sonatas	19-2	2924	V65	I	V65	I	V65	V	V65	I	V65	I	V																																																																																																																																																																																																							
beethoven_piano_sonatas	19-2	2925	I	V7	V(64)	ii6	I6	viio6	I	viio	ii	I6	ii6	I	viio6	I6	V																																																																																																																																																																																																			
beethoven_piano_sonatas	19-2	2928	I	V7	V(64)	ii6	I	V6	I	I6	V2	V	V7/V	V(64)/V	I	I6	V2	V43	I	V	ii6	I	V	V6	I	I6	V2	V	V7/V	V(64)/V	I	I6	V2	V43	I																																																																																																																																																																																	
beethoven_piano_sonatas	19-2	2929	I	V	V(6)	V(64)	IV	IV(^9)	I	V2	V43	I	I(4)	viio7	ii	V/V	V(4)/V	It6/V	I6	I																																																																																																																																																																																																
beethoven_piano_sonatas	19-2	2930	I	V7	V(6)	V(64)	IV	IV(^9)	I	V2	V43	I	I(4)	viio7	ii	V/V	V(4)/V	It6/V	I6	I																																																																																																																																																																																																
beethoven_piano_sonatas	19-2	2934	V65	I	V65	I	V65	V	V65	I	V65	I	V																																																																																																																																																																																																							
beethoven_piano_sonatas	19-2	2935	I	V7	V(64)	ii6	I6	viio6	I	viio	ii	I6	ii6	I	viio6	I6	V																																																																																																																																																																																																			
beethoven_piano_sonatas	19-2	2936	V	V7/V	V7(4)/V	I	I(9)	V7	V(64)	ii	ii(9)	V7/ii	V(64)/ii	IV	IV(9)	V7/IV	V(64)/IV	ii6/IV	vi	vi(9)	V7/vi	V(64)/vi	iio/vi																																																																																																																																																																																													
beethoven_piano_sonatas	19-2	2937	I	V7	V7(9)	ii6	I	V6	I	I6	V2	V	V7/V	V(64)/V	I	I6	V2	V43	I	V	ii6	I	V	V6	I	I6	V2	V	V7/V	V(64)/V	I	I6	V2	V43	I																																																																																																																																																																																	
beethoven_piano_sonatas	19-2	2938	I	V	V(6)	V(64)	IV	IV(^9)	I	V2	V43	I	I(4)	viio7	ii	V/V	V(4)/V	It6/V	I6	I																																																																																																																																																																																																
beethoven_piano_sonatas	19-2	2939	I	V7	V(6)	V(64)	IV	IV(^9)	I	V2	V43	I	I(4)	viio7	ii	V/V	V(4)/V	It6/V	I6	I																																																																																																																																																																																																
beethoven_piano_sonatas	19-2	2940	V2	I6	viio6	V	I6	viio6	I	V	viio	I	viio6	I	viio6	I6	V																																																																																																																																																																																																			
beethoven_piano_sonatas	19-2	2941	V7	V(6#4)	V(64)	V(#5)	V	V(#4#2)	I	viio6	I6	IV	I	viio6	I	viio	I	viio6	I6	IV	I6	viio6	I	viio	ii	I6	ii6	I	viio6	I6	V																																																																																																																																																																																					
beethoven_piano_sonatas	19-2	2942	I	V7	V(64)	ii6	I	V43	I6	V2	V																																																																																																																																																																																																									
beethoven_piano_sonatas	19-2	2943	I	V7	I	V7	I	V7	I	V7	I	V7	I																																																																																																																																																																																																							
beethoven_piano_sonatas	20-1	2944	I	viio	IV6(2)	V2/IV	I	V	V6	I	viio6	I6	I																																																																																																																																																																																																							
beethoven_piano_sonatas	20-1	2945	I	viio	IV6(2)	V2/IV	I	V	V6	I	V64	I6	I																																																																																																																																																																																																							
beethoven_piano_sonatas	20-1	2946	I	V	V(64)	IV	I6	V	ii6	V/ii	I																																																																																																																																																																																																									
beethoven_piano_sonatas	20-1	2947	V	V6/V	ii6	V/ii	I																																																																																																																																																																																																													
beethoven_piano_sonatas	20-1	2948	V	V(64)	V	V(64)	V	V(64)	V7	V	V(64)	V7	V																																																																																																																																																																																																							
beethoven_piano_sonatas	20-1	2950	I	V	V(4)	ii6	ii6(2)	I6	ii6	ii6(2)	I6	ii6	ii6(2)	I	V65	I	V64	I6	V2	V	I	I(4)	V6	I6	V2	I6																																																																																																																																																																																										
beethoven_piano_sonatas	20-1	2951	I	V7	V(64)	ii6	V7/IV	I	V65	I	V43	I																																																																																																																																																																																																								
beethoven_piano_sonatas	20-1	2952	I	V	V(64)	ii6	I	IV	I	V	V(64)	ii6	I	IV	I																																																																																																																																																																																																					
beethoven_piano_sonatas	20-1	2953	V/ii	Ger6/ii	i/ii	V6/ii	i6/ii	V2/ii	V(4)/ii	i/v	V43/v	i6/v	V43/v	i/v	V6/v	i6/v	V2/v	V(4)/v	i																																																																																																																																																																																																	
beethoven_piano_sonatas	20-1	2955	I	viio	IV6(2)	V2/IV	I	V	V6	I	viio6	I6	I																																																																																																																																																																																																							
beethoven_piano_sonatas	20-1	2956	I/IV	V7/IV	V(64)/IV	IV/IV	I6/IV	V2/IV	I	V	V6	I	V64	I6	I																																																																																																																																																																																																					
