corpus	piece	phrase_id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209
medtner_tales	op14n01	9886	I	V7	IV6	ii65	I6	ii7	I6	ii65	vi	V7	I6	ii6	V/vi																																																																																																																																																																																																					
medtner_tales	op26n01	9900	I/V	V7/V	vii%7(#3)/V/V	IV/V	IVM7(9)/V	I6/V	vi7	V6	I	V7	iio64	viio6/V	vi7	IV	I	V7	ii7	I	IV	I	V7(4)	V7(6)	V7(4)	IV	I	I(9)	V7(6)	viio	IV6	ii6(11)	I	V7	I	V7(4)	I																																																																																																																																																																															
medtner_tales	op26n01	9902	V/vi	vii%43	ii(9)	ii	IVM7	IV	I	I(6)	IV	I	I(6)	IV	I	IV	I	IVM7	IV	V(6)	IV	IM65	ii7	ii65	ii65(2)	I	V(9)	V7	I	V(9)	V7	V7(6)	I	I(6)	V7	V7(4)	I	I(6)	V7(9)	V7	I	I(6)	V7	V7(+4)	I	I(6)	V7(9)	V7	I																																																																																																																																																																			
medtner_tales	op26n01	9904	V7(139b5)	ii6/bII	I/bII	ii6/bII	I/bII	V(9)/bII	V(4)/bII	I/bII	V7(6)/bII	I/bII	I(4)/bII	V7(6)/IV	V7/IV	iv(97)	iv(9)	V7/IV	V7	iio64	V7/V	vi7	IV(9)	I	V7(4)	V7(6)	V7(4)	IV	I	I(9)	V7(6)	IV6(9)	ii6(11)	I																																																																																																																																																																																		
medtner_tales	op26n01	9905	I	ii65	I64	ii43	I	ii7	I6	IV	I	ii43	ii	I6	IV	I	V7(9)	I																																																																																																																																																																																																		
medtner_tales	op26n02	9906	I	V7(+9)	V7(1394)	V7/V	vi7	V(9)	V7	ii7	ii7(4)	vi7	I	I(64)	I6	IV	I	I(64)	I6	IVM7	I64	vi	I64	vi7	IM2	I																																																																																																																																																																																										
medtner_tales	op26n02	9912	I	V7	iv	ii7	#viio43/ii	V7	V(64)	I	I(64)	I6	I6(4)	I64	I64(964)	I6	IVM7	I64	vi	I64	vi7	IM2	I	V																																																																																																																																																																																												
medtner_tales	op26n02	9913	I	V7(139)	ii7	ii43	IV6	V64(#11#5)/IV	I64	IVM7	IV6	V64(#11#5)/IV	I64	IVM7	V7/vi	vii%7	IVM7	I																																																																																																																																																																																																		
medtner_tales	op26n02	9914	I	V7(6)	V2/IV	I																																																																																																																																																																																																														
medtner_tales	op26n02	9915	I	V7(139)	V2/VII	V/VII	V2/IV	I																																																																																																																																																																																																												
medtner_tales	op26n02	9916	I	V(6)	V/VII	V7(#9)/V/VII	I	V7(6)	V/VII	V7(#9)/V/VII																																																																																																																																																																																																										
medtner_tales	op26n03	9920	V	V7/V	vi7(9)	vi	IM7	I6	vi7	I6	vi	I6	vi																																																																																																																																																																																																							
medtner_tales	op26n03	9921	V7(96)	V7(9)	IV(9)	I6	I	V	ii7(11)	I	I6	V7	V																																																																																																																																																																																																							
medtner_tales	op26n03	9922	i/vi	ii%65/vi	iv2/vi	i/ii	V6/ii	i(+#6)/ii	i(42)/ii	#vii%7/ii	V2(9)	V7(94)	V43	I6	V2(94)	V7(96)																																																																																																																																																																																																				
medtner_tales	op26n03	9923	Ger7(#7)/vi	V2(9)/iv/vi	i7(94)/vi	i64/vi	iv6/vi	V2(94)/iv/vi	V7(96)/iv/vi	i/vi																																																																																																																																																																																																										
medtner_tales	op26n04	9933	I/V	V43(6)/V	V43/V/V	V43(42)/V/V	IV6(9)/V	I/V	V(6)/V	ii43/V	ii43(42)/V	I6(9)	I/V	V7/V	I6/V	I	V6	vi7	V6	I	V	ii	I6	V2	V/V	viio2/V	I6	V2	V/V	viio2/V	I6																																																																																																																																																																																					
medtner_tales	op26n04	9934	I/IV	#viio7/vi	V65/vi	V43/IV	viio65/IV	viio7/V	V65/V	#viio43	ii%65	I6	Ger7/vi	ii7	ii	V6(+6)/ii	IVM43	ii	V7	bII64(9+b6)	IVM65	ii65	ii	V7/ii	I/V																																																																																																																																																																																											
medtner_tales	op26n04	9935	I	viio(+2)	IV6	I6(4)	I6	V(6)	vii%7	IVM7	IV(2)	I6	V(6)	vii%7	IVM7	IV(2)	I6	V65	I6	IV	I6	ii65	V64/IV	I6/IV	V43/IV	ii43/IV	I/IV	V7/IV	V43/V/IV	viio65/V/IV	I/IV	V7/IV	V43/V/IV	viio65/V/IV	I/IV																																																																																																																																																																																	
